0,0
1,0
2,0
3,0.01
4,0.19
5,6.05
6,20.27
7,34.4
8,45.94
9,54.75
10,61.29
11,66.19
12,69.85
13,72.64
14,74.83
15,76.57
16,78.02
17,79.14
18,79.94
19,80.54
20,81.14
21,81.63
22,81.9
23,82.2
24,82.44
25,82.63
26,82.91
27,83.09
28,83.14
29,83.42
30,83.5
31,83.5
32,83.59
33,83.69
34,83.72
35,83.67
36,83.77
37,83.81
38,83.93
39,83.97
40,83.92
41,83.89
42,83.99
43,83.91
44,83.94
45,83.94
46,84.01
47,83.99
48,84.08
49,84.02
50,84.14
51,84.19
52,84.16
53,84.27
54,84.23
55,84.17
56,84.25
57,84.21
58,84.16
59,84.12
60,84.16
61,84.14
62,84.09
63,84.05
64,84.12
65,84.08
66,84.23
67,84.25
68,84.15
69,84.15
70,84.16
71,84.22
72,84.21
73,84.25
74,84.26
75,84.33
76,84.3
77,84.23
78,84.14
79,84.1
80,84.1
81,84.12
82,84.14
83,84.13
84,84.11
85,84.11
86,84.1
87,84.14
88,84.21
89,84.21
90,84.15
