0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0.01
8,0.01
9,0.01
10,0.01
11,0.02
12,0.02
13,0.03
14,0.04
15,0.05
16,0.07
17,0.1
18,0.15
19,0.23
20,0.36
21,0.5
22,0.68
23,0.91
24,1.21
25,1.48
26,1.81
27,2.18
28,2.58
29,3.02
30,3.52
31,4.04
32,4.61
33,5.22
34,5.84
35,6.43
36,7.08
37,7.7
38,8.29
39,8.92
40,9.58
41,10.22
42,10.73
43,11.34
44,11.91
45,12.48
46,13.05
47,13.64
48,14.21
49,14.71
50,15.23
51,15.68
52,16.12
53,16.49
54,16.95
55,17.27
56,17.61
57,17.91
58,18.27
59,18.58
60,18.81
61,19.04
62,19.23
63,19.49
64,19.69
65,19.9
66,20.1
67,20.3
68,20.42
69,20.5
70,20.7
71,20.83
72,20.94
73,21.07
74,21.18
75,21.27
76,21.43
77,21.51
78,21.63
79,21.73
80,21.83
81,21.9
82,22.01
83,22.05
84,22.2
85,22.21
86,22.22
87,22.3
88,22.41
89,22.49
90,22.49
