0,0
1,0
2,0
3,0.02
4,0.24
5,0.98
6,3.65
7,9.71
8,18.29
9,27.88
10,36.37
11,43.83
12,49.65
13,54.2
14,57.68
15,60.31
16,62.4
17,64.07
18,65.25
19,66.21
20,67.04
21,67.66
22,68.11
23,68.53
24,68.87
25,69.24
26,69.39
27,69.63
28,69.76
29,69.92
30,69.93
31,70.05
32,70.14
33,70.1
34,70.12
35,70.21
36,70.27
37,70.27
38,70.21
39,70.16
40,70.14
41,70.13
42,70.17
43,70.25
44,70.24
45,70.42
46,70.55
47,70.52
48,70.33
49,70.43
50,70.33
51,70.39
52,70.42
53,70.44
54,70.23
55,70.29
56,70.22
57,70.35
58,70.48
59,70.52
60,70.64
61,70.62
62,70.55
63,70.37
64,70.4
65,70.37
66,70.32
67,70.34
68,70.5
69,70.5
70,70.52
71,70.46
72,70.27
73,70.4
74,70.49
75,70.49
76,70.5
77,70.62
78,70.38
79,70.43
80,70.39
81,70.45
82,70.44
83,70.48
84,70.46
85,70.42
86,70.51
87,70.43
88,70.38
89,70.56
90,70.56
