0,0
1,0
2,0
3,0
4,0
5,0
6,0.01
7,0.01
8,0.02
9,0.05
10,0.11
11,0.25
12,0.57
13,1.27
14,2.83
15,6.15
16,12.92
17,24.86
18,41.5
19,59
20,72.47
21,80.97
22,85.71
23,88.24
24,89.68
25,90.36
26,90.76
27,91.05
28,91.18
29,91.24
30,91.41
31,91.38
32,91.53
33,91.53
34,91.5
35,91.43
36,91.52
37,91.47
38,91.51
39,91.46
40,91.44
41,91.51
42,91.53
43,91.59
44,91.58
45,91.59
46,91.58
47,91.53
48,91.58
49,91.48
50,91.47
51,91.51
52,91.54
53,91.52
54,91.59
55,91.53
56,91.45
57,91.39
58,91.46
59,91.48
60,91.47
61,91.46
62,91.42
63,91.45
64,91.5
65,91.44
66,91.46
67,91.44
68,91.5
69,91.51
70,91.47
71,91.54
72,91.52
73,91.53
74,91.5
75,91.54
76,91.56
77,91.55
78,91.53
79,91.53
80,91.53
81,91.57
82,91.55
83,91.58
84,91.5
85,91.45
86,91.45
87,91.43
88,91.5
89,91.55
90,91.51
