0,0
1,0
2,0
3,0
4,0
5,0.01
6,0.01
7,0.01
8,0.01
9,0.02
10,0.03
11,0.14
12,0.9
13,3.01
14,6.84
15,11.77
16,17.08
17,22.2
18,26.7
19,30.77
20,34.11
21,37.08
22,39.52
23,41.58
24,43.33
25,44.83
26,46.08
27,47.15
28,48.17
29,48.91
30,49.55
31,50.08
32,50.61
33,51.05
34,51.47
35,51.78
36,52.01
37,52.35
38,52.41
39,52.58
40,52.81
41,52.9
42,53
43,53.16
44,53.17
45,53.28
46,53.25
47,53.32
48,53.42
49,53.44
50,53.43
51,53.42
52,53.51
53,53.6
54,53.73
55,53.72
56,53.85
57,53.9
58,53.93
59,53.93
60,53.91
61,53.91
62,54.01
63,53.97
64,53.93
65,54
66,53.99
67,54.09
68,54.16
69,54.06
70,54.03
71,54.14
72,54.06
73,54.08
74,54.13
75,54.02
76,54.13
77,54.07
78,54.11
79,54.08
80,54.15
81,54.22
82,54.26
83,54.11
84,54.07
85,54.08
86,54.06
87,53.99
88,54.02
89,54.02
90,54.11
