0,1
1,2
2,3
3,3
4,4
5,5
6,7
7,12
8,17
9,23
10,37
11,64
12,86
13,107
14,130
15,153
16,190
17,259
18,337
19,420
20,552
21,759
22,955
23,1195
24,1453
25,1757
26,2218
27,2665
28,3153
29,3717
30,4356
31,5139
32,5942
33,6706
34,7642
35,8531
36,9411
37,10305
38,11183
39,12120
40,13078
41,13977
42,14882
43,15862
44,16844
45,17717
46,18531
47,19350
48,20138
49,20925
50,21672
51,22426
52,23171
53,23883
54,24537
55,25220
56,25841
57,26310
58,26913
59,27440
60,27805
61,28371
62,28709
63,29151
64,29615
65,30036
66,30388
67,30889
68,31249
69,31504
70,31766
71,32006
72,32311
73,32483
74,32746
75,32959
76,33141
77,33283
78,33466
79,33649
80,33866
81,34019
82,34163
83,34333
84,34391
85,34536
86,34623
87,34753
88,34907
89,35036
90,35118
